pk	sk	product_id	product_name	product_category	price	upc	shipping_amount	product_description	manufacturer	model
1145511	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Beginning Guitar Superbook	1145511	Hal Leonard - Beginning Guitar Superbook	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999972078	5.99	From our expanded online assortment; provides lessons for playing solo guitar and accompaniments in multiple styles; contains 5 books in 1 volume; more than 100 songs	Hal Leonard	697207
1145548	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Guitar Method 2nd Edition Instructional Book and CDs - Multi	1145548	Hal Leonard - Guitar Method 2nd Edition Instructional Book and CDs - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	73999498486	5.99	From our expanded online assortment; teaches you to play acoustic or electric guitar; 3 books in 1 volume plus 3 CDs	Hal Leonard	697342
1145609	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Acoustic Guitar Method Complete Edition Instructional Book and CD - Multi	1145609	Hal Leonard - The Acoustic Guitar Method Complete Edition Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	73999956672	5.99	From our expanded online assortment; guitar instructional book; based on traditional American music; flatpicking and fingerpicking techniques; CD included	Hal Leonard	695667
1145627	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Latin Songs Ever Sheet Music - Multi	1145627	Hal Leonard - Various Composers: The Best Latin Songs Ever Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999281958	5.99	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of Latin hits	Hal Leonard	310355
1145654	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Hymns Ever Sheet Music - Multi	1145654	Hal Leonard - Various Composers: The Best Hymns Ever Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	18.99	73999107746	5.99	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of hymns	Hal Leonard	310774
1145818	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Early Rock 'N' Roll Songs Ever 2nd Edition Sheet Music - Multi	1145818	Hal Leonard - Various Composers: The Best Early Rock 'N' Roll Songs Ever 2nd Edition Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999392319	5.99	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of hit rock songs	Hal Leonard	310816
1145836	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Hal Leonard Guitar Superbook and CD - Multi	1145836	Hal Leonard - The Hal Leonard Guitar Superbook and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	32.99	73999972290	5.99	From our expanded online assortment; 5 instructional books in 1; provides lessons in a variety of styles	Hal Leonard	697229
1146016	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Standards Ever Volume 2 Sheet Music - Multi	1146016	Hal Leonard - Various Composers: The Best Standards Ever Volume 2 Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	17.99	73999592320	5.99	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of standard hits	Hal Leonard	359232
1146025	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Torch Songs Ever 2nd Edition Sheet Music - Multi	1146025	Hal Leonard - Various Composers: The Best Torch Songs Ever 2nd Edition Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999916416	5.99	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of sultry songs	Hal Leonard	311027
1146122	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Big Band Songs Ever 3rd Edition Sheet Music - Multi	1146122	Hal Leonard - Various Composers: The Best Big Band Songs Ever 3rd Edition Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	17.99	73999591293	5.99	From our expanded online assortment; piano, vocal and guitar sheet music for 68 big band favorites	Hal Leonard	359129
1149474	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Play It Like It Is Guns N' Roses: Complete Volume 2 Sheet Music - Multi	1149474	Hal Leonard - Play It Like It Is Guns N' Roses: Complete Volume 2 Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	73999012873	5.99	From our expanded online assortment; guitar sheet music for a collection of Guns N' Roses songs	Hal Leonard	2501287
1149669	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Toby Keith: Guitar Collection Sheet Music - Multi	1149669	Hal Leonard - Toby Keith: Guitar Collection Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999051452	5.99	From our expanded online assortment; guitar sheet music for a compilation of Toby Keith's hit songs	Hal Leonard	690727
1154652	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Easy Guitar Guns N' Roses: Sheet Music - Multi	1154652	Hal Leonard - Easy Guitar Guns N' Roses: Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999068801	5.99	From our expanded online assortment; guitar sheet music for a compilation of Guns N' Roses songs	Hal Leonard	2506880
1154843	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Play It Like It Is Joe Satriani: Anthology Sheet Music - Multi	1154843	Hal Leonard - Play It Like It Is Joe Satriani: Anthology Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	73999978391	5.99	From our expanded online assortment; guitar sheet music for a compilation of songs by Joe Satriani	Hal Leonard	2500560
1174359	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Kenny Burrell Instructional Book and CD - Multi	1174359	Hal Leonard - Kenny Burrell Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	73999567892	5.99	From our expanded online assortment; instruction for guitar licks from 14 songs by Kenny Burrell	Hal Leonard	695830
1174759	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Beatles: Best Sheet Music - Multi	1174759	Hal Leonard - The Beatles: Best Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	73999960815	5.99	From our expanded online assortment; guitar sheet music for a compilation of The Beatles' greatest songs	Hal Leonard	696081
1089619	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Classic Rock Fake Book 2nd Edition - Multi	1089619	Hal Leonard - Classic Rock Fake Book 2nd Edition - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	73999222562	6.49	From our expanded online assortment; piano, voice, guitar and C instrument sheet music for a compilation of classic rock songs	Hal Leonard	240108
1089673	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: The Real Book Volume I Sheet Music - Multi	1089673	Hal Leonard - Various Artists: The Real Book Volume I Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	73999683059	6.49	From our expanded online assortment; C instrument jazz sheet music for The Real Book	Hal Leonard	240221
1111985	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: Gospel's Greatest Sheet Music - Multi	1111985	Hal Leonard - Various Composers: Gospel's Greatest Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	73999437188	6.49	From our expanded online assortment; sheet music for 449 gospel songs; for use with piano, guitar and instruments in the key of C	Hal Leonard	240136
1112083	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: The Real Vocal Book Volume I Sheet Music - Multi	1112083	Hal Leonard - Various Artists: The Real Vocal Book Volume I Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	26.99	73999764611	6.49	From our expanded online assortment; vocal sheet music for a compilation of songs	Hal Leonard	240230
1112135	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Real Book Volume III Sheet Music - Multi	1112135	Hal Leonard - Various Composers: The Real Book Volume III Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	73999883022	6.49	From our expanded online assortment; sheet music for a compilation of classic jazz songs; for instruments in the key of C	Hal Leonard	240233
1112153	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Real Book Volume II Sheet Music - Multi	1112153	Hal Leonard - Various Composers: The Real Book Volume II Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	73999895940	6.49	From our expanded online assortment; sheet music for a compilation of jazz songs; for use with instruments in the key of C	Hal Leonard	240222
1112199	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Praise and Worship Fake Book Sheet Music - Multi	1112199	Hal Leonard - Various Composers: The Praise and Worship Fake Book Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	34.99	73999469233	6.49	From our expanded online assortment; sheet music for 400 praise and worship songs; designed for instruments in the key of C	Hal Leonard	240234
1113747	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Progressive Rock Guitar Bible Sheet Music - Multi	1113747	Hal Leonard - Various Artists: Progressive Rock Guitar Bible Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999906264	6.49	From our expanded online assortment; guitar sheet music for a compilation of progressive rock songs	Hal Leonard	690626
1117582	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Wedding Songs Ever Songbook - Multi	1117582	Hal Leonard - Various Composers: The Best Wedding Songs Ever Songbook - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999717396	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for 70 wedding songs	Hal Leonard	311096
1145487	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Classic Rock Songs Ever 2nd Edition Sheet Music - Multi	1145487	Hal Leonard - Various Composers: The Best Classic Rock Songs Ever 2nd Edition Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999545913	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for 63 classic rock hits	Hal Leonard	310800
1145909	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Billy Joel: Complete Volume 1 Sheet Music - Multi	1145909	Hal Leonard - Billy Joel: Complete Volume 1 Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	73999562972	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of Billy Joel's hit songs	Hal Leonard	356297
1145618	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Praise and Worship Songs Ever Sheet Music - Multi	1145618	Hal Leonard - Various Composers: The Best Praise and Worship Songs Ever Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	73999338843	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of praise and worship songs	Hal Leonard	311057
1145636	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Broadway Songs Ever 4th Edition Sheet Music - Multi	1145636	Hal Leonard - Various Composers: The Best Broadway Songs Ever 4th Edition Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	73999091557	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of Broadway tunes	Hal Leonard	309155
1145781	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Hank Williams: Complete Sheet Music - Multi	1145781	Hal Leonard - Hank Williams: Complete Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999644128	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of Hank Williams's hits	Hal Leonard	306304
1145918	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Jazz Standards Ever 3rd Edition Sheet Music - Multi	1145918	Hal Leonard - Various Composers: The Best Jazz Standards Ever 3rd Edition Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999116410	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of jazz songs	Hal Leonard	311641
1145954	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Movie Songs Ever 3rd Edition Sheet Music - Multi	1145954	Hal Leonard - Various Composers: The Best Movie Songs Ever 3rd Edition Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999100631	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of movie songs	Hal Leonard	310063
1145963	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Standards Ever Volume 1 2nd Edition Sheet Music - Multi	1145963	Hal Leonard - Various Composers: The Best Standards Ever Volume 1 2nd Edition Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	17.99	73999592313	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of ballads	Hal Leonard	359231
1146089	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Best R&B Songs Ever Sheet Music - Multi	1146089	Hal Leonard - Various Artists: Best R&B Songs Ever Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999101843	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of R&B songs	Hal Leonard	310184
1154625	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Piano Handbook Instructional Book and CD - Multi	1154625	Hal Leonard - The Piano Handbook Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	73999309874	6.49	From our expanded online assortment; instructional book and CD for the piano	Hal Leonard	330987
1146168	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: More of the Best Standards Ever Vol. 2 (M-Z) Sheet Music - Multi	1146168	Hal Leonard - Various Composers: More of the Best Standards Ever Vol. 2 (M-Z) Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	17.99	73999108149	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for 75 standards	Hal Leonard	310814
1174631	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: The Best Easy Listening Songs Ever 3rd Edition - Multi	1174631	Hal Leonard - Various Composers: The Best Easy Listening Songs Ever 3rd Edition - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	73999591934	6.49	From our expanded online assortment; collection of 75 easy listening songs for piano, vocals and guitar	Hal Leonard	359193
1089585	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Rock Guitar Fake Book Sheet Music - Multi	1089585	Hal Leonard - Rock Guitar Fake Book Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	34.99	73999401486	6.99	From our expanded online assortment; guitar sheet music for a compilation of rock hits	Hal Leonard	240148
1117467	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Acoustic Guitar Tab White Pages Sheet Music	1117467	Hal Leonard - Various Artists: Acoustic Guitar Tab White Pages Sheet Music	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	73999397918	6.99	From our expanded online assortment; guitar sheet music of acoustic favorites by various artists	Hal Leonard	699590
1145763	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Guitar Tab White Pages 2nd Edition Sheet Music - Multi	1145763	Hal Leonard - Various Artists: Guitar Tab White Pages 2nd Edition Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	73999904710	6.99	From our expanded online assortment; guitar sheet music; note-for-note transcriptions; alphabetical listings of title and artist	Hal Leonard	690471
1145872	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Guitar Tab White Pages Volume 2 Sheet Music - Multi	1145872	Hal Leonard - Various Artists: Guitar Tab White Pages Volume 2 Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	73999995572	6.99	From our expanded online assortment; guitar sheet music for 150 songs	Hal Leonard	699557
1146043	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Beatles: The Beatles Complete Volume 2 Sheet Music - Multi	1146043	Hal Leonard - The Beatles: The Beatles Complete Volume 2 Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	32.99	73999562415	6.99	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of The Beatles hits	Hal Leonard	356241
1174704	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Piano White Pages Sheet Music - Multi	1174704	Hal Leonard - Various Artists: Piano White Pages Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	73999529937	6.99	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of pop and rock songs	Hal Leonard	311276
1160501	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Complete Guitar Player Instructional Book and CD - Multi	1160501	Hal Leonard - The Complete Guitar Player Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	34.99	752000000000	5.49	From our expanded online assortment; includes books 1, 2 and 3 from The Complete Guitar Player series in a single volume and a CD	Hal Leonard	14022712
1160574	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Guitar Tab Chords Instructional Book - Multi	1160574	Hal Leonard - Guitar Tab Chords Instructional Book - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	17.99	752000000000	5.49	From our expanded online assortment; features more than 2,100 chords in easy-to-decipher diagrams	Hal Leonard	14013541
1160583	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Gig Bag Book of Practical Pentatonics for All Guitarists Instructional Book - Multi	1160583	Hal Leonard - The Gig Bag Book of Practical Pentatonics for All Guitarists Instructional Book - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	17.99	752000000000	5.49	From our expanded online assortment; provides reference and instruction for pentatonic scales; more than 400 riffs and examples; compact size	Hal Leonard	14012666
1160762	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Complete Absolute Beginners Guitar Course Pack - Multi	1160762	Hal Leonard - The Complete Absolute Beginners Guitar Course Pack - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	752000000000	5.49	From our expanded online assortment; includes instructional book, 2 CDs and DVD	Hal Leonard	14007216
1160808	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: 50 Easy Classical Guitar Solos Instructional Book and CD - Multi	1160808	Hal Leonard - Various Composers: 50 Easy Classical Guitar Solos Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	17.99	752000000000	5.49	From our expanded online assortment; guitar sheet music for classical songs arranged by Jerry Willard	Hal Leonard	14037208
1160844	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Tori Amos: Abnormally Attracted to Sin Sheet Music - Multi	1160844	Hal Leonard - Tori Amos: Abnormally Attracted to Sin Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	29.99	752000000000	5.49	From our expanded online assortment; piano, vocal and guitar sheet music for Tori Amos's Abnormally Attracted to Sin	Hal Leonard	14033839
1174304	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Picture Chords for Guitarists Instructional Book - Multi	1174304	Hal Leonard - Picture Chords for Guitarists Instructional Book - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	14.99	752000000000	5.49	From our expanded online assortment; instruction for more than 1,000 chord forms	Hal Leonard	14025535
1174322	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Guitar Case Chord Book in Full Color Instructional Book - Multi	1174322	Hal Leonard - The Guitar Case Chord Book in Full Color Instructional Book - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	7.99	752000000000	5.49	From our expanded online assortment; guide book for 174 chords; compact size	Hal Leonard	14013491
1174377	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Emerson, Lake & Palmer: Greatest Hits Songbook - Multi	1174377	Hal Leonard - Emerson, Lake & Palmer: Greatest Hits Songbook - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	752000000000	5.49	From our expanded online assortment; piano, vocal and guitar songbook featuring the hits of Emerson, Lake & Palmer	Hal Leonard	14010291
1154634	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: Big Book of Christmas Music With Yule Log DVD - Multi	1154634	Hal Leonard - Various Composers: Big Book of Christmas Music With Yule Log DVD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.95	752000000000	5.99	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of Christmas songs; DVD included	Hal Leonard	14004363
1160565	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Richard Clayderman: Anthology Sheet Music	1160565	Hal Leonard - Richard Clayderman: Anthology Sheet Music	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	752000000000	5.99	From our expanded online assortment; piano sheet music for 44 piano solos from Richard Clayderman	Hal Leonard	14007030
1160592	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Scales Over Chords Instructional Book and CD	1160592	Hal Leonard - Scales Over Chords Instructional Book and CD	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	752000000000	5.99	From our expanded online assortment; instructional guitar chord book with CD	Hal Leonard	14028888
1160717	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Gig Bag Book of Guitar Complete - Multi	1160717	Hal Leonard - The Gig Bag Book of Guitar Complete - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	16.99	752000000000	5.99	From our expanded online assortment; includes a sampler of The Gig Bag Book of Scales, Arpeggios and Tab Chords	Hal Leonard	14013499
1174331	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Tom Waits: Anthology Sheet Music - Multi	1174331	Hal Leonard - Tom Waits: Anthology Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	34.99	752000000000	5.99	From our expanded online assortment; piano, vocal and guitar arrangements for a compilation of songs from Tom Waits	Hal Leonard	14035470
1160635	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Cat Stevens: Cat Stevens Complete Sheet Music - Multi	1160635	Hal Leonard - Cat Stevens: Cat Stevens Complete Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	34.99	752000000000	6.49	From our expanded online assortment; piano, vocal and guitar sheet music for a compilation of songs by Cat Stevens	Hal Leonard	14006263
1174604	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Composers: Over 200 Irish Songs and Dances Sheet Music - Multi	1174604	Hal Leonard - Various Composers: Over 200 Irish Songs and Dances Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	752000000000	6.49	From our expanded online assortment; extensive collection of Irish songs and dances, including traditional ballads, airs, love songs, anthems, jigs, reels and more	Hal Leonard	14024384
1174722	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Beatles Gear - Multi	1174722	Hal Leonard - Beatles Gear - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	40.99	884000000000	0	From our expanded online assortment; technical reference book for facts about The Beatles' instruments	Hal Leonard	332956
1003604	HardGood#Musical Instruments#Sheet Music & DVDs#Alfred - Katy Perry: Teenage Dream Sheet Music - Pink/Blue	1003604	Alfred - Katy Perry: Teenage Dream Sheet Music - Pink/Blue	HardGood#Musical Instruments#Sheet Music & DVDs	17.99	884000000000	5.49	ALFRED Katy Perry: Teenage Dream Sheet Music: Piano, vocal and guitar sheet music for Katy Perry's Teenage Dream	Alfred	701912
1093281	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Bass Grooves The Ultimate Collection Instructional Book and CD - Multi	1093281	Hal Leonard - Bass Grooves The Ultimate Collection Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.49	From our expanded online assortment; instructional book and CD for a variety of styles on the bass guitar	Hal Leonard	696028
1112074	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Various Artists: Blues Ukulele Sheet Music - Multi	1112074	Hal Leonard - Various Artists: Blues Ukulele Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.49	From our expanded online assortment; ukulele sheet music for a compilation of blues standards	Hal Leonard	696064
1145539	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Celtic Thunder: The Music Sheet Music - Multi	1145539	Hal Leonard - Celtic Thunder: The Music Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	17.99	884000000000	5.49	From our expanded online assortment; piano, vocal and guitar sheet music for Celtic Thunder	Hal Leonard	306999
1145681	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Lady Gaga: The Fame Sheet Music - Multi	1145681	Hal Leonard - Lady Gaga: The Fame Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	16.99	884000000000	5.49	From our expanded online assortment; piano, vocal and guitar sheet music for Lady Gaga's The Fame	Hal Leonard	307064
1145827	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Guitar Master Series Blues Deluxe Instructional Book and CD - Multi	1145827	Hal Leonard - Guitar Master Series Blues Deluxe Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.49	From our expanded online assortment; guitar instructional book with 10 blues classics; performance notes and artist biographies; includes CD	Hal Leonard	699918
1145881	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Soloing Strategies for Guitar Instructional Book and CD - Multi	1145881	Hal Leonard - Soloing Strategies for Guitar Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.49	From our expanded online assortment; provides concepts and techniques for solo guitar playing	Hal Leonard	695985
1145972	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Taylor Swift: Fearless Sheet Music - Multi	1145972	Hal Leonard - Taylor Swift: Fearless Sheet Music - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	22.99	884000000000	5.49	From our expanded online assortment; guitar sheet music for Taylor Swift's album Fearless	Hal Leonard	690993
1145981	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - 50 Essential Guitar Lessons Instructional Book and CD - Multi	1145981	Hal Leonard - 50 Essential Guitar Lessons Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.49	From our expanded online assortment; 50 lessons for a variety of guitar topics	Hal Leonard	696030
1146034	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - Blues Rhythms You Can Use Instructional Book and CD - Multi	1146034	Hal Leonard - Blues Rhythms You Can Use Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	19.99	884000000000	5.49	From our expanded online assortment; styles and techniques for developing blues rhythm	Hal Leonard	696038
1149623	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - J.S. Bach: 50 Solos for Classical Guitar Instructional Book and CD - Multi	1149623	Hal Leonard - J.S. Bach: 50 Solos for Classical Guitar Instructional Book and CD - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	16.99	884000000000	5.49	From our expanded online assortment; instruction from Bach's work arranged for the classical guitar	Hal Leonard	2500912
1154689	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - The Pat Metheny Interviews - Multi	1154689	Hal Leonard - The Pat Metheny Interviews - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	21.99	884000000000	5.49	From our expanded online assortment; series of in-depth interviews and discussions with Pat Metheny; photographs and a discography included	Hal Leonard	332851
1154807	HardGood#Musical Instruments#Sheet Music & DVDs#Hal Leonard - In the Studio with Michael Jackson - Multi	1154807	Hal Leonard - In the Studio with Michael Jackson - Multi	HardGood#Musical Instruments#Sheet Music & DVDs	24.99	884000000000	5.49	From our expanded online assortment; behind-the-scenes look at making music with Michael Jackson and Quincy Jones	Hal Leonard	332801
